ShipmentID,DateKey,CustomerID,ProductID,Vessel,Quantity,UnitPrice,Revenue,FreightCost,LoadingPort,DestinationCountryID,ShipmentStatus
47,20230428,2,4,Finima Pioneer,41561.0,56.64,2354015.04,159434.32,Bonny Island Terminal,15,Loading
48,20240622,11,1,Escravos Queen,63703.4,12.45,793107.33,38295.6,Bonny Island Terminal,49,Cancelled
49,20230711,28,3,Onne Star,28788.5,536.5,15445030.25,939599.45,Bonny Island Terminal,5,Delivered
50,20230513,15,1,Lagos Star,177591.8,12.61,2239432.6,71045.19,Bonny Island Terminal,6,In Transit
51,20230724,15,3,BGT Dolphin,28427.5,388.06,11031575.65,872476.36,Bonny Island Terminal,39,Delivered
52,20231129,26,1,Bonga Merchant,172434.6,10.01,1726070.35,116196.69,Bonny Island Terminal,20,In Transit
53,20240318,2,1,Zuma Mariner,167836.1,10.68,1792489.55,83979.93,Bonny Island Terminal,3,Cancelled
54,20190220,4,2,Benin Trader,22145.6,563.14,12471073.18,693576.35,Bonny Island Terminal,22,Delivered
55,20210117,22,1,BGT Dolphin,110894.9,12.01,1331847.75,73283.55,Bonny Island Terminal,40,Delivered
56,20241217,23,2,Forcados Brave,16339.7,395.56,6463331.73,409471.82,Bonny Island Terminal,39,In Transit
57,20240520,2,1,Port Harcourt Mist,91335.3,8.08,737989.22,23201.31,Bonny Island Terminal,30,Delivered
58,20201207,19,3,BGT Whale,24173.2,449.29,10860777.03,670727.35,Bonny Island Terminal,38,Cancelled
59,20210702,18,1,Bonny Eagle,162875.9,8.32,1355127.49,82438.61,Bonny Island Terminal,8,Delivered
60,20220209,4,1,Delta Pioneer,143521.6,8.96,1285953.54,79631.73,Bonny Island Terminal,11,Loading
61,20240828,7,5,Abuja Voyager,19523.7,431.04,8415495.65,619493.23,Bonny Island Terminal,33,Delivered
62,20230821,18,1,Delta Pioneer,109089.4,11.05,1205437.87,83754.26,Bonny Island Terminal,22,Delivered
63,20220424,22,1,Brass LNG Carrier,138089.5,10.31,1423702.75,61527.39,Bonny Island Terminal,40,Loading
64,20201231,2,2,Forcados Brave,32682.1,622.27,20337090.37,1194837.3,Bonny Island Terminal,20,Cancelled
65,20230123,25,2,Delta Pioneer,36186.5,448.77,16239415.6,635721.98,Bonny Island Terminal,47,In Transit
66,20240129,4,1,Abuja Voyager,100938.2,9.93,1002316.33,78387.86,Bonny Island Terminal,5,Delivered
67,20190304,20,2,Odudu Explorer,21426.2,486.11,10415490.08,553075.19,Bonny Island Terminal,12,In Transit
68,20210420,19,1,Escravos Queen,145954.4,9.26,1351537.74,51928.77,Bonny Island Terminal,9,Loading
69,20210930,8,1,BGT Whale,56466.0,10.37,585552.42,18792.89,Bonny Island Terminal,12,Delivered
70,20190427,15,5,Lagos Star,18112.2,440.15,7972084.83,510532.19,Bonny Island Terminal,25,Cancelled
71,20200605,27,1,Delta Pioneer,176174.2,11.96,2107043.43,107776.81,Bonny Island Terminal,51,Loading
72,20220818,10,1,Brass LNG Carrier,153453.2,11.22,1721744.9,92474.14,Bonny Island Terminal,32,Loading
73,20191130,17,3,Finima Pioneer,13979.9,561.61,7851251.64,438499.59,Bonny Island Terminal,45,Delivered
74,20210501,6,1,BGT Eagle,146842.8,8.47,1243758.52,61370.79,Bonny Island Terminal,29,In Transit
75,20220905,13,4,Bonga Merchant,63757.0,55.86,3561466.02,281493.68,Bonny Island Terminal,14,Delivered
76,20190307,17,1,Finima Pioneer,90012.4,10.2,918126.48,57483.68,Bonny Island Terminal,20,In Transit
77,20210714,17,1,BGT Eagle,157468.9,10.32,1625079.05,74967.97,Bonny Island Terminal,33,Delivered
78,20231107,15,1,Zuma Mariner,59666.4,11.74,700483.54,37809.72,Bonny Island Terminal,5,Delivered
79,20230122,24,2,Lagos Star,17632.6,577.64,10185295.06,672349.06,Bonny Island Terminal,6,Delivered
80,20240515,29,3,Aso Rock Pride,18962.6,508.46,9641723.6,567478.93,Bonny Island Terminal,26,Delivered
81,20241002,9,1,Niger Spirit,86388.3,10.09,871657.95,45000.24,Bonny Island Terminal,15,Loading
82,20200925,25,4,Calabar Wind,49057.4,86.43,4240031.08,297884.41,Bonny Island Terminal,48,Delivered
83,20200827,11,1,Escravos Queen,170321.7,11.24,1914415.91,121963.8,Bonny Island Terminal,13,In Transit
84,20240927,27,5,Finima Pioneer,24667.7,521.82,12872099.21,542981.71,Bonny Island Terminal,3,Delivered
85,20230106,10,1,Onne Star,58507.9,11.92,697414.17,24732.32,Bonny Island Terminal,34,Loading
86,20200630,4,4,BGT Eagle,103240.2,55.04,5682340.61,348670.06,Bonny Island Terminal,28,Delivered
87,20190803,7,4,Niger Spirit,79853.8,83.23,6646231.77,382127.41,Bonny Island Terminal,30,Delivered
88,20191003,8,1,Forcados Brave,164314.3,10.22,1679292.15,99174.4,Bonny Island Terminal,52,In Transit
89,20230205,8,1,Odudu Explorer,176042.7,12.9,2270950.83,128231.4,Bonny Island Terminal,32,Delivered
90,20220203,13,1,BGT Falcon,121531.6,7.11,864089.68,32465.09,Bonny Island Terminal,17,Delivered
91,20210610,21,1,BGT Falcon,160186.2,9.65,1545796.83,63307.29,Bonny Island Terminal,10,Delivered
92,20240813,6,1,BGT Eagle,87933.9,12.46,1095656.39,79401.64,Bonny Island Terminal,9,Delivered
93,20240615,23,1,BGT Whale,171809.8,8.66,1487872.87,54899.13,Bonny Island Terminal,52,Delivered
94,20220113,22,1,Delta Crown,177109.2,7.51,1330090.09,96054.97,Bonny Island Terminal,13,In Transit
95,20221023,27,4,Bonga Merchant,92783.6,61.63,5718253.27,215387.58,Bonny Island Terminal,6,Delivered
96,20210209,29,4,Aso Rock Pride,106118.0,76.15,8080885.7,274722.6,Bonny Island Terminal,24,Delivered
97,20240204,16,4,BGT Eagle,82525.0,56.23,4640380.75,209482.49,Bonny Island Terminal,4,Delivered
98,20221001,8,1,Lagos Star,106208.9,11.17,1186353.41,49261.21,Bonny Island Terminal,27,Delivered
99,20190517,21,1,Finima Pioneer,92100.4,9.04,832587.62,43908.0,Bonny Island Terminal,20,Loading
100,20240303,26,1,Kainji Mariner,132821.3,7.23,960298.0,46834.18,Bonny Island Terminal,49,Delivered
101,20240228,6,3,Abuja Voyager,34338.9,423.81,14553169.21,806768.46,Bonny Island Terminal,26,Delivered
102,20221022,23,3,BGT Whale,27876.4,560.85,15634478.94,1069555.0,Bonny Island Terminal,35,Delivered
103,20221029,12,1,BGT Dolphin,148931.9,12.12,1805054.63,80452.68,Bonny Island Terminal,5,Cancelled
104,20200529,18,3,Escravos Queen,16849.6,496.67,8368690.83,265502.54,Bonny Island Terminal,18,Delivered
105,20240709,30,1,BGT Dolphin,153951.0,7.65,1177725.15,74899.44,Bonny Island Terminal,3,Delivered
106,20220515,8,1,Kainji Mariner,156967.7,10.81,1696820.84,123008.48,Bonny Island Terminal,44,Delivered
107,20240707,11,1,Sapele Hawk,99931.3,9.78,977328.11,32297.24,Bonny Island Terminal,12,Delivered
108,20210223,7,1,Niger Spirit,91244.3,12.37,1128691.99,36335.53,Bonny Island Terminal,6,Delivered
109,20190123,5,1,BGT Eagle,62374.6,11.95,745376.47,29975.22,Bonny Island Terminal,27,Loading
110,20200810,1,1,Forcados Brave,83324.7,7.13,594105.11,45299.91,Bonny Island Terminal,7,Delivered
111,20221204,13,4,Bonga Merchant,111890.0,60.39,6757037.1,447056.18,Bonny Island Terminal,43,Delivered
112,20230509,20,3,Delta Crown,22188.8,619.21,13739526.85,953581.38,Bonny Island Terminal,5,Loading
113,20190713,12,1,Finima Pioneer,66988.1,8.6,576097.66,33451.25,Bonny Island Terminal,4,Delivered
114,20231126,11,1,Escravos Queen,140458.3,9.66,1356827.18,101304.84,Bonny Island Terminal,42,Delivered
115,20200508,28,2,Abuja Voyager,17413.0,438.94,7643262.22,511837.37,Bonny Island Terminal,46,In Transit
116,20190928,16,1,Brass Crown,100921.7,9.5,958756.15,38418.12,Bonny Island Terminal,46,Cancelled
117,20190201,10,1,Escravos Queen,119644.7,9.54,1141410.44,74595.55,Bonny Island Terminal,3,Delivered
118,20210205,29,5,Lagos Star,24986.9,479.1,11971223.79,945822.67,Bonny Island Terminal,6,Delivered
119,20240913,5,3,Odudu Explorer,20093.5,404.71,8132040.38,381861.08,Bonny Island Terminal,18,Loading
120,20241023,7,2,Delta Pioneer,21831.7,471.96,10303689.13,449024.06,Bonny Island Terminal,34,Loading
121,20240904,3,5,Delta Crown,20267.0,533.4,10810417.8,649254.14,Bonny Island Terminal,25,Delivered
122,20201223,8,1,BGT Whale,122663.9,10.09,1237678.75,57582.29,Bonny Island Terminal,15,Delivered
123,20230630,11,1,Delta Pioneer,122846.0,11.78,1447125.88,87195.75,Bonny Island Terminal,35,Delivered
124,20241103,4,1,Lagos Star,161992.4,7.35,1190644.14,82897.38,Bonny Island Terminal,30,Delivered
125,20211230,21,3,Abuja Voyager,18575.5,463.72,8613830.86,655090.93,Bonny Island Terminal,37,Delivered
126,20200306,11,1,Onne Star,69153.0,7.3,504816.9,21383.65,Bonny Island Terminal,17,Delivered
127,20190104,7,1,Abuja Voyager,166321.6,10.62,1766335.39,96044.13,Bonny Island Terminal,49,Delivered
128,20221129,24,1,Brass LNG Carrier,116526.4,12.17,1418126.29,91709.48,Bonny Island Terminal,32,Cancelled
129,20190412,1,1,BGT Dolphin,107121.0,10.49,1123699.29,68969.16,Bonny Island Terminal,19,Delivered
130,20200625,28,1,Bonga Merchant,170812.9,10.15,1733750.94,128102.63,Bonny Island Terminal,42,In Transit
131,20220714,28,4,BGT Whale,78493.1,61.57,4832820.17,366454.17,Bonny Island Terminal,30,Loading
132,20200203,4,1,Onne Star,107119.5,9.43,1010136.89,64942.91,Bonny Island Terminal,52,In Transit
133,20240913,1,1,Bonny Eagle,62291.2,7.09,441644.61,26588.66,Bonny Island Terminal,3,Loading
134,20210222,25,3,Calabar Wind,19514.6,422.38,8242576.75,496491.1,Bonny Island Terminal,33,Delivered
135,20220120,19,1,Brass LNG Carrier,90139.3,12.95,1167303.94,81708.4,Bonny Island Terminal,44,Delivered
136,20220120,23,4,Brass Crown,88261.4,81.53,7195951.94,544111.27,Bonny Island Terminal,46,Loading
137,20191014,2,1,Forcados Brave,158431.8,9.07,1436976.43,70268.96,Bonny Island Terminal,23,Delivered
138,20230731,10,2,Delta Pioneer,24101.4,454.47,10953363.26,451140.67,Bonny Island Terminal,24,Delivered
139,20240725,16,1,Forcados Brave,57672.9,10.06,580189.37,38520.31,Bonny Island Terminal,29,Cancelled
140,20220520,11,1,Niger Spirit,125081.1,8.08,1010655.29,62961.85,Bonny Island Terminal,36,Loading
141,20240205,26,1,Delta Pioneer,110417.5,9.83,1085404.02,60797.85,Bonny Island Terminal,39,Cancelled
142,20200919,11,1,Escravos Queen,63757.6,10.68,680931.17,53100.24,Bonny Island Terminal,25,Delivered
143,20241229,25,1,Port Harcourt Mist,57337.5,11.04,633006.0,27591.74,Bonny Island Terminal,29,In Transit
144,20220116,19,1,Kainji Mariner,161666.4,10.97,1773480.41,115007.15,Bonny Island Terminal,35,In Transit
145,20220628,23,4,Lagos Star,47806.5,78.49,3752332.18,131625.52,Bonny Island Terminal,11,Loading
146,20200325,13,2,Bonga Merchant,38596.9,449.2,17337727.48,954403.42,Bonny Island Terminal,32,Loading
147,20190103,12,2,Brass LNG Carrier,37728.9,413.65,15606559.48,639378.54,Bonny Island Terminal,27,Cancelled
148,20220607,14,4,Benin Trader,73348.8,74.53,5466686.06,246651.94,Bonny Island Terminal,10,Delivered
149,20230125,17,1,Zuma Mariner,151804.3,10.59,1607607.54,74306.77,Bonny Island Terminal,6,Loading
150,20230812,13,1,Brass LNG Carrier,138413.7,8.16,1129455.79,35775.87,Bonny Island Terminal,27,In Transit
151,20200202,26,2,Bonga Merchant,20694.2,420.51,8702118.04,273416.21,Bonny Island Terminal,4,Cancelled
152,20190716,19,4,Niger Spirit,80101.1,75.22,6025204.74,402240.76,Bonny Island Terminal,3,Delivered
153,20240911,7,1,Aso Rock Pride,68927.0,10.83,746479.41,57246.88,Bonny Island Terminal,2,Delivered
154,20230503,6,1,Delta Pioneer,117193.9,8.27,969193.55,39685.43,Bonny Island Terminal,37,In Transit
155,20231216,1,1,Onne Star,173266.6,10.76,1864348.62,61869.28,Bonny Island Terminal,31,In Transit
156,20231221,17,1,Forcados Brave,162280.7,11.9,1931140.33,127388.12,Bonny Island Terminal,2,Delivered
157,20190519,14,1,BGT Falcon,155224.3,9.21,1429615.8,49386.6,Bonny Island Terminal,38,Cancelled
158,20200402,13,1,Delta Pioneer,170554.2,7.64,1303034.09,46546.82,Bonny Island Terminal,39,Cancelled
159,20190301,13,1,Delta Pioneer,127483.6,8.21,1046640.36,67746.35,Bonny Island Terminal,31,Cancelled
160,20240108,7,5,Bonga Merchant,23672.1,449.71,10645580.09,826045.36,Bonny Island Terminal,6,Loading
161,20230529,2,1,Odudu Explorer,145990.6,7.12,1039453.07,57123.57,Bonny Island Terminal,52,Loading
162,20190615,5,4,Sapele Hawk,82735.2,65.16,5391025.63,248667.18,Bonny Island Terminal,38,Loading
163,20230330,22,1,Niger Spirit,167445.7,7.18,1202260.13,74402.49,Bonny Island Terminal,20,Delivered
164,20240819,18,1,Abuja Voyager,163569.7,8.52,1393613.84,77105.26,Bonny Island Terminal,2,Cancelled
165,20220913,11,1,Delta Pioneer,93241.5,9.22,859686.63,27709.61,Bonny Island Terminal,20,Delivered
166,20230222,21,1,BGT Eagle,82619.9,7.28,601472.87,23980.15,Bonny Island Terminal,6,Delivered
167,20240430,13,1,Brass Crown,114322.2,12.27,1402733.39,52479.6,Bonny Island Terminal,15,Delivered
168,20191210,15,3,Niger Spirit,17528.7,370.29,6490702.32,287481.99,Bonny Island Terminal,26,Delivered
169,20210307,4,1,BGT Whale,134167.1,12.39,1662330.37,58989.23,Bonny Island Terminal,9,Cancelled
170,20210608,28,2,Sapele Hawk,30719.2,647.79,19899590.57,1582332.96,Bonny Island Terminal,9,Delivered
171,20220721,2,2,Escravos Queen,25620.8,432.32,11076384.26,732043.65,Bonny Island Terminal,49,Delivered
172,20190207,7,1,Bonny Eagle,69869.1,7.49,523319.56,32140.48,Bonny Island Terminal,47,Delivered
173,20210519,12,1,Onne Star,58482.6,9.69,566696.39,40810.55,Bonny Island Terminal,43,Loading
174,20240225,30,5,Brass Crown,15843.5,511.73,8107594.25,443305.6,Bonny Island Terminal,32,Delivered
175,20230502,13,2,BGT Falcon,31169.1,392.19,12224209.33,415853.5,Bonny Island Terminal,1,Loading
176,20221222,1,3,Abuja Voyager,14010.4,388.29,5440098.22,399426.91,Bonny Island Terminal,37,Cancelled
177,20200731,22,1,Bonny Eagle,55466.9,8.84,490327.4,21326.79,Bonny Island Terminal,42,Delivered
178,20240227,9,2,Odudu Explorer,26995.1,427.28,11534466.33,575580.94,Bonny Island Terminal,24,Loading
179,20190129,30,3,Forcados Brave,13196.2,574.73,7584252.03,247897.21,Bonny Island Terminal,11,In Transit
180,20230329,2,5,Finima Pioneer,20850.6,418.83,8732856.8,499294.85,Bonny Island Terminal,32,Delivered
181,20220716,23,3,Benin Trader,14020.0,464.76,6515935.2,374431.16,Bonny Island Terminal,26,Cancelled
182,20240925,12,1,BGT Dolphin,73570.4,8.72,641533.89,44144.38,Bonny Island Terminal,31,Loading
183,20240807,29,3,Sapele Hawk,25726.4,523.6,13470343.04,628339.04,Bonny Island Terminal,7,In Transit
184,20210403,9,3,BGT Whale,32132.0,458.58,14735092.56,471292.23,Bonny Island Terminal,9,Delivered
185,20210906,8,1,Benin Trader,121282.1,10.96,1329251.82,78325.08,Bonny Island Terminal,38,Delivered
186,20240516,19,2,Onne Star,39027.6,611.02,23846644.15,1299340.48,Bonny Island Terminal,48,Delivered
187,20220520,25,3,Zuma Mariner,16449.8,439.25,7225574.65,469982.64,Bonny Island Terminal,38,Cancelled
188,20230818,27,2,Zuma Mariner,29597.5,423.67,12539572.83,907875.28,Bonny Island Terminal,43,Delivered
189,20240112,25,1,Brass Crown,160475.1,10.82,1736340.58,73875.86,Bonny Island Terminal,25,In Transit
190,20231105,7,1,Delta Pioneer,109384.5,10.9,1192291.05,57767.81,Bonny Island Terminal,41,Loading
191,20221209,25,1,Finima Pioneer,52564.0,9.28,487793.92,23996.03,Bonny Island Terminal,12,Delivered
192,20240728,16,3,Odudu Explorer,21175.2,380.48,8056740.1,485324.67,Bonny Island Terminal,52,Loading
193,20191231,25,1,Brass LNG Carrier,125309.0,10.52,1318250.68,95448.29,Bonny Island Terminal,38,Cancelled
194,20190816,23,2,Odudu Explorer,25872.5,499.61,12926159.72,707545.83,Bonny Island Terminal,41,Delivered
195,20240102,13,2,Port Harcourt Mist,35369.8,391.93,13862485.71,447465.03,Bonny Island Terminal,50,Delivered
196,20190221,25,4,Port Harcourt Mist,62047.9,79.22,4915434.64,376229.01,Bonny Island Terminal,46,Loading
197,20200620,12,1,Bonga Merchant,115965.9,12.61,1462330.0,52297.5,Bonny Island Terminal,23,Delivered
198,20240217,29,4,BGT Dolphin,93444.2,89.44,8357649.25,488803.77,Bonny Island Terminal,1,Cancelled
199,20221122,3,4,BGT Whale,67569.8,55.94,3779854.61,263471.62,Bonny Island Terminal,29,Delivered
200,20240229,5,1,Brass LNG Carrier,51348.3,7.6,390247.08,27282.87,Bonny Island Terminal,9,Loading
201,20190823,25,2,Calabar Wind,17513.3,426.33,7466445.19,358497.21,Bonny Island Terminal,27,Delivered
202,20200926,2,1,Sapele Hawk,110998.3,10.89,1208771.49,39794.17,Bonny Island Terminal,47,Cancelled
203,20240819,6,4,Delta Pioneer,80737.2,92.27,7449621.44,567091.89,Bonny Island Terminal,15,Loading
204,20190119,5,4,Aso Rock Pride,78014.5,90.47,7057971.81,368839.34,Bonny Island Terminal,45,In Transit
205,20220217,7,5,BGT Dolphin,10359.3,359.22,3721267.75,228418.76,Bonny Island Terminal,20,Delivered
206,20200417,27,3,BGT Whale,20224.8,544.8,11018471.04,612475.0,Bonny Island Terminal,17,Cancelled
207,20240522,3,3,Bonga Merchant,33755.5,469.31,15841793.71,555718.62,Bonny Island Terminal,12,Loading
208,20241205,2,1,Benin Trader,157564.6,10.62,1673336.05,82571.09,Bonny Island Terminal,17,In Transit
209,20210515,18,4,Lagos Star,77786.6,93.77,7294049.48,378025.6,Bonny Island Terminal,22,Delivered
210,20231002,18,1,Niger Spirit,69464.3,8.81,611980.48,37653.45,Bonny Island Terminal,40,Loading
211,20230731,19,4,Abuja Voyager,96887.9,61.67,5975076.79,379469.69,Bonny Island Terminal,45,Delivered
212,20190721,14,3,Lagos Star,25880.6,569.54,14740036.92,916870.57,Bonny Island Terminal,15,Delivered
213,20210623,18,1,BGT Falcon,51599.4,10.64,549017.62,30462.26,Bonny Island Terminal,51,In Transit
214,20191123,5,2,BGT Eagle,22258.2,588.8,13105628.16,845753.14,Bonny Island Terminal,42,Loading
215,20200324,20,1,Brass LNG Carrier,58940.0,10.46,616512.4,45642.18,Bonny Island Terminal,16,In Transit
216,20201130,18,3,Port Harcourt Mist,22298.1,614.6,13704412.26,831357.49,Bonny Island Terminal,35,Loading
217,20201122,19,5,Escravos Queen,8581.3,418.72,3593161.94,235336.71,Bonny Island Terminal,41,In Transit
218,20210706,1,1,Benin Trader,124255.6,12.66,1573075.9,95788.75,Bonny Island Terminal,6,Delivered
219,20220518,15,3,Lagos Star,27200.8,458.55,12472926.84,891185.25,Bonny Island Terminal,18,Cancelled
220,20200211,14,1,Sapele Hawk,138062.0,8.66,1195616.92,88395.82,Bonny Island Terminal,5,Delivered
221,20200508,2,4,Delta Crown,54154.4,89.74,4859815.86,162974.42,Bonny Island Terminal,12,Delivered
222,20220202,11,1,Sapele Hawk,93920.3,11.36,1066934.61,45519.26,Bonny Island Terminal,1,Delivered
223,20190309,18,1,Onne Star,62758.9,11.68,733023.95,56158.17,Bonny Island Terminal,25,Delivered
224,20220709,11,4,Sapele Hawk,76704.7,87.41,6704757.83,363233.65,Bonny Island Terminal,30,Delivered
225,20220702,26,1,Calabar Wind,91257.2,10.49,957288.03,53085.44,Bonny Island Terminal,8,Delivered
226,20221227,16,1,Sapele Hawk,150479.8,8.37,1259515.93,49966.66,Bonny Island Terminal,17,Cancelled
227,20230212,21,1,Delta Pioneer,120020.8,9.91,1189406.13,55412.52,Bonny Island Terminal,33,Delivered
228,20210201,27,3,Abuja Voyager,30953.6,577.23,17867346.53,740085.87,Bonny Island Terminal,19,Loading
229,20200830,11,1,Kainji Mariner,58528.6,10.8,632108.88,41045.69,Bonny Island Terminal,26,Delivered
230,20240621,29,1,Forcados Brave,77380.3,8.04,622137.61,18772.52,Bonny Island Terminal,29,Delivered
231,20240326,24,4,Port Harcourt Mist,109814.1,85.62,9402283.24,390721.26,Bonny Island Terminal,23,Loading
232,20231206,29,2,Niger Spirit,15384.8,616.59,9486113.83,381200.48,Bonny Island Terminal,4,Delivered
233,20210421,7,1,Onne Star,95844.6,9.66,925858.84,44169.89,Bonny Island Terminal,24,Delivered
234,20190309,29,1,Zuma Mariner,79543.0,10.59,842360.37,46740.46,Bonny Island Terminal,16,Delivered
235,20210819,23,1,Sapele Hawk,90847.2,12.51,1136498.47,63079.82,Bonny Island Terminal,29,Cancelled
236,20240712,3,1,Delta Pioneer,121192.8,12.16,1473704.45,92585.91,Bonny Island Terminal,21,Delivered
237,20191208,4,1,Niger Spirit,150594.3,8.03,1209272.23,72519.08,Bonny Island Terminal,36,In Transit
238,20220224,12,4,Brass Crown,62215.7,58.89,3663882.57,263938.58,Bonny Island Terminal,43,Delivered
239,20200729,23,1,Benin Trader,166717.8,12.59,2098977.1,65268.65,Bonny Island Terminal,43,Cancelled
240,20221110,23,1,Benin Trader,125706.1,10.57,1328713.48,54379.01,Bonny Island Terminal,9,Delivered
241,20200118,17,3,Delta Crown,15394.4,426.0,6558014.4,220180.73,Bonny Island Terminal,18,Delivered
242,20240630,11,4,Escravos Queen,41160.1,56.42,2322252.84,92173.18,Bonny Island Terminal,12,Loading
243,20240405,30,1,Delta Crown,175108.9,11.95,2092551.35,141591.0,Bonny Island Terminal,3,Delivered
244,20200420,12,4,Kainji Mariner,115684.6,66.22,7660634.21,283180.76,Bonny Island Terminal,51,Cancelled
245,20230813,21,1,BGT Falcon,87270.8,12.15,1060340.22,60682.21,Bonny Island Terminal,44,Cancelled
246,20221223,13,1,Calabar Wind,84481.9,8.49,717251.33,54222.04,Bonny Island Terminal,34,Delivered
